ID_Anuncio,Agencia,Fecha_Publicacion,Direccion,Ciudad,Precio_COP,Area_m2,Num_Habitaciones,Num_Banos,Ano_Construccion
798,Propiedades del Sol,2025-02-07,Diagonal 29 # 68 - 29,Cartagena,597000000.0,154.0,5,3.0,2021.0
1366,Horizonte Propiedades,2025-03-15,Avenida 75 # 86 - 11,Barranquilla,1244000000.0,300.0,1,3.0,2022.0
1264,Tu Casa Ideal,2023-12-28,Diagonal 118 # 39 - 65,Barranquilla,822000000.0,113.0,2,2.0,1982.0
1532,Conexión Urbana,2025-05-27 00:00:00,Transversal 106 # 31 - 88,Bogotá D.C.,381000000.0,142.0,1,4.0,1985.0
910,Tu Casa Ideal,2024-01-11,Carrera 53 # 58 - 74,Cartagena,,139.0,5,1.0,
264,Inmobiliaria Andina,2023-10-03,Calle 42 # 19 - 83,Cali,1485000000.0,321.0,6,3.0,1986.0
1068,Inmobiliaria Andina,2025-06-30,Diagonal 148 # 14 - 27,Bogotá D.C.,558000000.0,88.0,4,3.0,
1352,Tu Casa Ideal,2024-11-24,Avenida 66 # 36 - 17,Barranquilla,1279000000.0,,2,1.0,1997.0
1142,Tu Casa Ideal,2025-03-11,Carrera 17 # 36 - 8,Barranquilla,539000000.0,,2,2.0,1996.0
1067,Inmobiliaria Andina,2023-07-28,Carrera 71 # 81 - 71,Medellín,347000000.0,111.0,6,,
298,Conexión Urbana,2024-07-22,Diagonal 69 # 46 - 5,Cali,207000000.0,221.0,3,1.0,
711,Conexión Urbana,2023-10-07,Transversal 131 # 14 - 1,Medellín,1153000000.0,77.0,5,2.0,2015.0
323,Propiedades del Sol,2024-07-18,Calle 74 # 54 - 58,Bogotá D.C.,398000000.0,52.0,3,4.0,
697,Propiedades del Sol,2024-10-13,Diagonal 72 # 83 - 84,Cali,1802000000.0,85.0,1,2.0,1983.0
1365,Inmobiliaria Andina,2025-03-26,Diagonal 121 # 59 - 77,Barranquilla,1701000000.0,130.0,4,2.0,1998.0
1282,Propiedades del Sol,2024-01-25,Diagonal 55 # 77 - 90,Barranquilla,770000000.0,68.0,3,2.0,
338,Inmobiliaria Andina,2025-03-29,Diagonal 103 # 66 - 44,Cali,373000000.0,93.0,4,3.0,2013.0
994,Conexión Urbana,2023-09-10,Diagonal 70 # 97 - 60,Bogotá D.C.,1383000000.0,231.0,3,,2015.0
888,Horizonte Propiedades,2024-01-14,Transversal 140 # 65 - 83,Bogotá D.C.,1295000000.0,115.0,6,3.0,
483,Propiedades del Sol,2025-02-18,Diagonal 1 # 35 - 20,Cartagena,759000000.0,218.0,6,2.0,
1331,Conexión Urbana,2024-06-17,Diagonal 147 # 88 - 80,Medellín,459000000.0,220.0,6,3.0,2014.0
440,Conexión Urbana,2024-04-20,Carrera 133 # 78 - 48,Bogotá D.C.,458000000.0,181.0,5,2.0,
249,Propiedades del Sol,2024-10-08,Avenida 88 # 61 - 45,Cali,1813000000.0,164.0,5,4.0,2006.0
638,Tu Casa Ideal,2024-11-24,Diagonal 115 # 63 - 27,Barranquilla,1456000000.0,103.0,2,3.0,2004.0
1240,Propiedades del Sol,2024-07-04,Transversal 106 # 66 - 99,Medellín,1227000000.0,219.0,6,1.0,1998.0
822,Conexión Urbana,2024-10-03,Transversal 12 # 10 - 19,Cali,1452000000.0,194.0,2,4.0,2018.0
434,Conexión Urbana,2023-09-25,Avenida 45 # 60 - 78,Cali,968000000.0,261.0,1,2.0,
1522,Tu Casa Ideal,2024-10-27 00:00:00,Transversal 128 # 80 - 69,Cali,1759000000.0,65.0,4,2.0,
1204,Horizonte Propiedades,2024-10-22,Diagonal 104 # 53 - 47,Barranquilla,1177000000.0,152.0,1,4.0,
20,Inmobiliaria Andina,2025-01-07,Diagonal 130 # 99 - 39,Cali,1282000000.0,,4,3.0,1981.0
880,Inmobiliaria Andina,2025-01-13,Calle 109 # 42 - 20,Barranquilla,1042000000.0,307.0,1,2.0,2020.0
538,Conexión Urbana,2023-11-13,Carrera 71 # 11 - 28,Medellín,1190000000.0,83.0,2,4.0,1982.0
1187,Conexión Urbana,2024-10-03,Diagonal 127 # 27 - 81,Cartagena,335000000.0,51.0,6,3.0,2005.0
44,Conexión Urbana,2024-12-03,Carrera 135 # 21 - 9,Barranquilla,794000000.0,185.0,2,1.0,
275,Conexión Urbana,2024-01-22,Calle 19 # 40 - 47,Barranquilla,310000000.0,184.0,6,3.0,
879,Conexión Urbana,2024-04-17,Avenida 86 # 84 - 30,Cali,698000000.0,261.0,3,3.0,1983.0
1372,Inmobiliaria Andina,2024-12-13,Diagonal 2 # 2 - 49,Bogotá D.C.,1818000000.0,,5,3.0,2007.0
974,Tu Casa Ideal,2024-05-26,Carrera 3 # 13 - 91,Cali,1421000000.0,132.0,6,2.0,1982.0
1436,Propiedades del Sol,2025-01-27,Diagonal 79 # 10 - 40,Medellín,1485000000.0,238.0,5,1.0,2022.0
1029,Propiedades del Sol,2024-02-24,Diagonal 109 # 83 - 45,Barranquilla,241000000.0,247.0,5,4.0,2024.0
174,Horizonte Propiedades,2024-02-12,Calle 101 # 22 - 57,Bogotá D.C.,829000000.0,175.0,3,,2018.0
905,Inmobiliaria Andina,2024-11-28,Avenida 127 # 81 - 89,Bogotá D.C.,854000000.0,100.0,4,3.0,
449,Tu Casa Ideal,2024-12-24,Calle 55 # 5 - 75,Barranquilla,1831000000.0,144.0,3,1.0,2009.0
1481,Conexión Urbana,2025-03-19,Transversal 4 # 84 - 34,Barranquilla,445000000.0,207.0,6,3.0,2012.0
1438,Inmobiliaria Andina,2025-07-16,Diagonal 48 # 43 - 54,Medellín,912000000.0,90.0,3,3.0,2012.0
542,Propiedades del Sol,2025-04-11,Diagonal 37 # 41 - 20,Bogotá D.C.,718000000.0,199.0,2,2.0,1989.0
1335,Inmobiliaria Andina,2023-12-01,Carrera 63 # 66 - 98,Cartagena,1267000000.0,229.0,3,4.0,
192,Conexión Urbana,2024-06-23,Diagonal 110 # 100 - 69,Bogotá D.C.,1307000000.0,254.0,5,1.0,1984.0
812,Inmobiliaria Andina,2024-04-18,Calle 82 # 53 - 54,Medellín,908000000.0,60.0,6,2.0,
1193,Horizonte Propiedades,2025-01-06,Avenida 95 # 42 - 75,Bogotá D.C.,1483000000.0,187.0,6,1.0,2011.0
410,Tu Casa Ideal,2024-01-17,Calle 15 # 83 - 49,Cartagena,457000000.0,206.0,3,3.0,2015.0
68,Horizonte Propiedades,2024-06-10,Diagonal 39 # 3 - 73,Cartagena,1136000000.0,141.0,1,4.0,
765,Inmobiliaria Andina,2024-06-17,Calle 22 # 76 - 11,Cartagena,1044000000.0,208.0,1,2.0,2015.0
54,Horizonte Propiedades,2023-09-28,Diagonal 40 # 10 - 7,Bogotá D.C.,730000000.0,,1,2.0,2005.0
1175,Conexión Urbana,2025-02-16,Transversal 54 # 3 - 66,Bogotá D.C.,709000000.0,98.0,6,3.0,1999.0
1188,Horizonte Propiedades,2024-01-21,Carrera 145 # 84 - 87,Cali,487000000.0,235.0,1,2.0,
692,Conexión Urbana,2025-06-16,Diagonal 14 # 84 - 51,Medellín,959000000.0,68.0,1,4.0,1981.0
908,Horizonte Propiedades,2024-10-12,Carrera 37 # 77 - 9,Cali,1374000000.0,89.0,2,2.0,1998.0
25,Conexión Urbana,2024-05-19,Calle 135 # 28 - 99,Medellín,564000000.0,74.0,6,1.0,2009.0
881,Inmobiliaria Andina,2023-09-20,Carrera 63 # 43 - 33,Medellín,1181000000.0,317.0,2,,1985.0
1159,Inmobiliaria Andina,2025-01-12,Calle 6 # 63 - 53,Cali,1327000000.0,,4,2.0,1998.0
595,Inmobiliaria Andina,2025-06-08,Carrera 72 # 81 - 37,Cali,344000000.0,109.0,3,2.0,1984.0
867,Conexión Urbana,2024-01-29,Calle 62 # 60 - 92,Barranquilla,710000000.0,81.0,6,4.0,1989.0
380,Conexión Urbana,2023-08-25,Carrera 134 # 11 - 67,Cartagena,362000000.0,201.0,6,3.0,2017.0
372,Propiedades del Sol,2023-11-23,Calle 123 # 94 - 36,Medellín,427000000.0,134.0,4,3.0,
1469,Propiedades del Sol,2024-09-19,Avenida 74 # 50 - 21,Barranquilla,857000000.0,173.0,3,4.0,1991.0
952,Horizonte Propiedades,2025-07-12,Carrera 92 # 89 - 27,Bogotá D.C.,1236000000.0,348.0,3,,2007.0
1407,Propiedades del Sol,2024-09-25,Transversal 121 # 34 - 76,Bogotá D.C.,850000000.0,254.0,2,2.0,1994.0
676,Conexión Urbana,2024-10-06,Carrera 79 # 29 - 47,Bogotá D.C.,300000000.0,102.0,5,,1982.0
312,Inmobiliaria Andina,2023-11-14,Transversal 31 # 29 - 55,Medellín,1917000000.0,172.0,5,3.0,2005.0
295,Conexión Urbana,2023-09-23,Avenida 146 # 43 - 17,Bogotá D.C.,1462000000.0,131.0,4,3.0,1981.0
1059,Horizonte Propiedades,2023-12-24,Diagonal 140 # 1 - 64,Cali,1377000000.0,75.0,6,1.0,2024.0
308,Propiedades del Sol,2024-06-29,Carrera 11 # 54 - 39,Cali,1524000000.0,68.0,6,2.0,1999.0
1056,Inmobiliaria Andina,2023-10-31,Transversal 50 # 62 - 96,Bogotá D.C.,272000000.0,,1,4.0,1989.0
423,Propiedades del Sol,2025-02-21,Calle 112 # 80 - 28,Bogotá D.C.,465000000.0,300.0,3,4.0,
1410,Tu Casa Ideal,2025-03-02,Carrera 114 # 96 - 66,Medellín,657000000.0,110.0,1,2.0,2007.0
382,Tu Casa Ideal,2023-09-15,Carrera 52 # 7 - 99,Cali,642000000.0,257.0,2,2.0,
1323,Conexión Urbana,2023-09-25,Avenida 79 # 26 - 82,Bogotá D.C.,1221000000.0,122.0,2,2.0,1985.0
399,Tu Casa Ideal,2024-09-05,Calle 119 # 24 - 34,Cartagena,1037000000.0,81.0,1,1.0,1998.0
1247,Horizonte Propiedades,2023-12-17,Diagonal 45 # 56 - 19,Cartagena,843000000.0,142.0,1,2.0,1998.0
1524,Horizonte Propiedades,2024-04-27 00:00:00,Carrera 41 # 86 - 27,Cartagena,1881000000.0,89.0,1,4.0,1996.0
756,Propiedades del Sol,2023-10-02,Avenida 55 # 70 - 88,Cali,450000000.0,207.0,1,1.0,
1377,Inmobiliaria Andina,2024-01-30,Diagonal 118 # 51 - 26,Cartagena,998000000.0,319.0,5,4.0,2002.0
936,Conexión Urbana,2025-04-01,Diagonal 30 # 46 - 5,Barranquilla,982000000.0,102.0,5,3.0,2005.0
222,Conexión Urbana,2024-12-10,Calle 10 # 33 - 72,Bogotá D.C.,1661000000.0,333.0,1,2.0,1986.0
1001,Horizonte Propiedades,2025-05-08,Calle 128 # 30 - 26,Barranquilla,998000000.0,240.0,2,3.0,1997.0
1239,Horizonte Propiedades,2024-11-24,Avenida 14 # 31 - 62,Medellín,1610000000.0,114.0,3,3.0,1987.0
7,Horizonte Propiedades,2025-01-12,Carrera 69 # 52 - 88,Barranquilla,682000000.0,187.0,1,4.0,2010.0
467,Tu Casa Ideal,2024-07-20,Calle 39 # 10 - 47,Cali,490000000.0,64.0,5,1.0,1993.0
413,Inmobiliaria Andina,2024-04-26,Transversal 115 # 40 - 93,Cali,942000000.0,310.0,3,3.0,1999.0
1135,Tu Casa Ideal,2023-08-21,Carrera 126 # 82 - 3,Cartagena,1200000000.0,,2,2.0,
1164,Inmobiliaria Andina,2023-09-30,Calle 150 # 40 - 77,Medellín,810000000.0,305.0,3,2.0,
153,Tu Casa Ideal,2025-03-20,Calle 15 # 86 - 60,Cali,1179000000.0,149.0,5,2.0,2006.0
263,Inmobiliaria Andina,2025-01-03,Calle 93 # 47 - 95,Medellín,1551000000.0,84.0,2,4.0,1999.0
1118,Inmobiliaria Andina,2024-08-10,Avenida 3 # 38 - 46,Medellín,559000000.0,76.0,5,4.0,2015.0
1254,Horizonte Propiedades,2024-08-20,Calle 33 # 99 - 8,Medellín,1005000000.0,108.0,6,1.0,2008.0
615,Propiedades del Sol,2024-09-20,Avenida 76 # 24 - 37,Bogotá D.C.,558000000.0,322.0,1,4.0,1988.0
1126,Inmobiliaria Andina,2024-01-02,Diagonal 3 # 44 - 10,Cali,390000000.0,274.0,4,2.0,1982.0
1100,Horizonte Propiedades,2024-06-22,Avenida 62 # 48 - 8,Medellín,1264000000.0,172.0,5,2.0,
419,Conexión Urbana,2024-11-03,Diagonal 93 # 46 - 34,Cali,1608000000.0,159.0,1,1.0,2000.0
943,Horizonte Propiedades,2025-05-03,Carrera 68 # 14 - 36,Cartagena,643000000.0,298.0,2,3.0,1986.0
1428,Horizonte Propiedades,2024-11-26,Transversal 7 # 21 - 85,Medellín,369000000.0,222.0,6,2.0,2007.0
421,Tu Casa Ideal,2024-01-02,Avenida 43 # 84 - 93,Bogotá D.C.,1847000000.0,73.0,1,1.0,
508,Propiedades del Sol,2024-12-22,Transversal 17 # 75 - 99,Medellín,842000000.0,162.0,4,3.0,2002.0
1305,Conexión Urbana,2023-09-05,Calle 4 # 32 - 35,Barranquilla,1619000000.0,58.0,4,1.0,
497,Propiedades del Sol,2024-03-17,Avenida 139 # 30 - 16,Barranquilla,1115000000.0,,6,4.0,2024.0
948,Propiedades del Sol,2023-11-28,Carrera 59 # 94 - 86,Medellín,506000000.0,102.0,1,3.0,1996.0
107,Inmobiliaria Andina,2024-10-06,Diagonal 117 # 82 - 32,Barranquilla,1992000000.0,245.0,2,3.0,2023.0
629,Horizonte Propiedades,2023-11-30,Avenida 106 # 19 - 43,Cartagena,1838000000.0,120.0,1,2.0,2023.0
30,Propiedades del Sol,2024-03-10,Carrera 112 # 63 - 80,Cartagena,978000000.0,132.0,2,4.0,
1267,Inmobiliaria Andina,2024-02-06,Avenida 7 # 21 - 82,Medellín,1033000000.0,223.0,1,1.0,2024.0
922,Inmobiliaria Andina,2024-04-19,Carrera 41 # 86 - 27,Cartagena,1881000000.0,89.0,1,4.0,1996.0
942,Inmobiliaria Andina,2023-12-26,Diagonal 44 # 92 - 79,Cali,393000000.0,161.0,5,3.0,
665,Propiedades del Sol,2025-03-12,Carrera 40 # 3 - 9,Cartagena,582000000.0,325.0,2,1.0,2007.0
1314,Inmobiliaria Andina,2023-07-25,Transversal 119 # 34 - 92,Medellín,1520000000.0,66.0,4,4.0,1981.0
335,Tu Casa Ideal,2023-12-20,Carrera 49 # 8 - 63,Bogotá D.C.,1676000000.0,319.0,3,2.0,1988.0
1174,Tu Casa Ideal,2024-11-22,Transversal 106 # 56 - 5,Cartagena,,,3,2.0,
1529,Propiedades del Sol,2025-07-07 00:00:00,Avenida 51 # 5 - 18,Barranquilla,1815000000.0,,2,1.0,2020.0
94,Tu Casa Ideal,2025-04-13,Calle 12 # 22 - 2,Barranquilla,1127000000.0,150.0,6,3.0,1997.0
1013,Tu Casa Ideal,2024-04-08,Carrera 40 # 7 - 62,Cali,1858000000.0,336.0,5,2.0,1990.0
757,Horizonte Propiedades,2024-05-27,Avenida 144 # 13 - 37,Cartagena,1026000000.0,296.0,2,3.0,2006.0
1437,Conexión Urbana,2024-11-07,Transversal 147 # 16 - 67,Barranquilla,1812000000.0,272.0,1,,1997.0
885,Conexión Urbana,2024-10-31,Diagonal 110 # 98 - 35,Barranquilla,1032000000.0,204.0,6,1.0,2014.0
764,Horizonte Propiedades,2024-07-25,Transversal 17 # 56 - 77,Bogotá D.C.,526000000.0,128.0,4,4.0,2000.0
292,Tu Casa Ideal,2024-04-06,Calle 146 # 35 - 89,Bogotá D.C.,848000000.0,202.0,3,1.0,1983.0
465,Conexión Urbana,2024-05-05,Avenida 25 # 12 - 8,Cali,838000000.0,111.0,5,,
1339,Tu Casa Ideal,2024-11-30,Calle 62 # 20 - 77,Bogotá D.C.,1782000000.0,103.0,6,1.0,1985.0
1219,Horizonte Propiedades,2025-04-24,Carrera 70 # 44 - 83,Cali,1610000000.0,79.0,5,2.0,2011.0
651,Conexión Urbana,2024-09-25,Transversal 84 # 6 - 83,Cali,672000000.0,166.0,6,4.0,2018.0
897,Propiedades del Sol,2023-12-21,Carrera 56 # 4 - 96,Cali,557000000.0,273.0,3,2.0,2006.0
571,Tu Casa Ideal,2025-05-26,Calle 81 # 91 - 36,Barranquilla,1275000000.0,160.0,5,1.0,
723,Tu Casa Ideal,2024-07-25,Carrera 21 # 89 - 3,Barranquilla,1618000000.0,205.0,6,4.0,2001.0
360,Conexión Urbana,2023-12-22,Transversal 113 # 95 - 67,Cali,872000000.0,125.0,5,2.0,2001.0
1491,Inmobiliaria Andina,2023-12-06,Diagonal 147 # 53 - 10,Cali,783000000.0,166.0,3,2.0,
509,Inmobiliaria Andina,2024-08-17,Transversal 95 # 70 - 4,Bogotá D.C.,1512000000.0,334.0,3,1.0,1985.0
318,Propiedades del Sol,2024-08-17,Carrera 41 # 26 - 27,Barranquilla,1482000000.0,75.0,2,2.0,1992.0
219,Inmobiliaria Andina,2023-07-23,Avenida 84 # 100 - 62,Barranquilla,2000000000.0,335.0,4,3.0,
1500,Horizonte Propiedades,2024-04-12,Transversal 103 # 18 - 29,Cartagena,1660000000.0,210.0,3,1.0,2024.0
96,Tu Casa Ideal,2023-10-14,Transversal 64 # 53 - 47,Medellín,354000000.0,210.0,3,1.0,1995.0
1071,Conexión Urbana,2023-10-10,Transversal 124 # 11 - 87,Cartagena,1260000000.0,251.0,6,2.0,2011.0
543,Tu Casa Ideal,2024-06-28,Calle 53 # 64 - 31,Cali,1741000000.0,248.0,6,2.0,1990.0
1206,Propiedades del Sol,2025-01-03,Avenida 95 # 50 - 22,Medellín,1559000000.0,273.0,3,4.0,2024.0
1080,Conexión Urbana,2024-10-21,Transversal 77 # 14 - 34,Medellín,609000000.0,60.0,3,2.0,1982.0
1374,Conexión Urbana,2023-12-15,Transversal 47 # 22 - 15,Bogotá D.C.,1140000000.0,199.0,5,4.0,2020.0
1358,Conexión Urbana,2024-04-11,Calle 46 # 12 - 30,Bogotá D.C.,321000000.0,150.0,1,4.0,
128,Tu Casa Ideal,2024-02-18,Avenida 109 # 79 - 69,Cali,781000000.0,254.0,3,2.0,1991.0
1463,Inmobiliaria Andina,2025-04-30,Carrera 134 # 7 - 96,Barranquilla,1746000000.0,84.0,3,3.0,2023.0
658,Tu Casa Ideal,2024-09-03,Calle 104 # 37 - 10,Medellín,196000000.0,282.0,3,2.0,2020.0
243,Propiedades del Sol,2024-04-19,Calle 128 # 47 - 79,Cali,242000000.0,191.0,6,4.0,2002.0
1149,Propiedades del Sol,2025-03-11,Calle 27 # 59 - 27,Cali,461000000.0,285.0,1,3.0,2001.0
1114,Tu Casa Ideal,2024-12-17,Carrera 1 # 98 - 31,Bogotá D.C.,1927000000.0,73.0,3,3.0,1994.0
60,Conexión Urbana,2025-06-30,Calle 109 # 86 - 8,Bogotá D.C.,1209000000.0,181.0,1,3.0,
1455,Tu Casa Ideal,2023-08-19,Transversal 37 # 39 - 27,Cartagena,690000000.0,222.0,5,1.0,2022.0
31,Inmobiliaria Andina,2024-06-18,Carrera 39 # 13 - 64,Medellín,1160000000.0,214.0,2,3.0,
351,Propiedades del Sol,2024-01-28,Diagonal 21 # 86 - 42,Bogotá D.C.,1339000000.0,104.0,4,3.0,
6,Tu Casa Ideal,2023-11-02,Avenida 37 # 77 - 10,Medellín,1064000000.0,300.0,5,3.0,2017.0
507,Inmobiliaria Andina,2023-12-05,Avenida 129 # 81 - 14,Medellín,881000000.0,113.0,5,4.0,2016.0
1250,Inmobiliaria Andina,2023-12-10,Diagonal 20 # 81 - 41,Cali,383000000.0,229.0,3,1.0,
56,Conexión Urbana,2024-09-18,Calle 12 # 52 - 45,Barranquilla,731000000.0,312.0,3,2.0,2013.0
696,Conexión Urbana,2024-07-09,Carrera 85 # 84 - 86,Bogotá D.C.,1865000000.0,304.0,4,1.0,1981.0
306,Horizonte Propiedades,2025-02-19,Diagonal 64 # 84 - 84,Bogotá D.C.,644000000.0,288.0,2,1.0,2023.0
1364,Tu Casa Ideal,2023-07-31,Diagonal 34 # 63 - 56,Medellín,707000000.0,91.0,4,,2013.0
1493,Inmobiliaria Andina,2025-04-11,Diagonal 16 # 77 - 45,Cali,1082000000.0,298.0,5,3.0,2022.0
70,Inmobiliaria Andina,2024-06-14,Carrera 69 # 47 - 7,Medellín,1995000000.0,307.0,3,,2013.0
941,Conexión Urbana,2024-07-23,Calle 11 # 4 - 67,Cali,1858000000.0,156.0,3,4.0,1993.0
1270,Inmobiliaria Andina,2025-04-20,Calle 92 # 80 - 34,Medellín,619000000.0,65.0,1,1.0,2005.0
590,Inmobiliaria Andina,2024-07-13,Transversal 51 # 36 - 21,Cartagena,1104000000.0,,1,4.0,2024.0
865,Conexión Urbana,2024-06-06,Transversal 27 # 40 - 10,Barranquilla,1918000000.0,272.0,1,1.0,
629,Horizonte Propiedades,2023-11-30,Avenida 106 # 19 - 43,Cartagena,1838000000.0,120.0,1,2.0,2023.0
225,Inmobiliaria Andina,2024-09-02,Calle 90 # 60 - 11,Bogotá D.C.,1907000000.0,115.0,6,4.0,2007.0
735,Inmobiliaria Andina,2025-01-05,Diagonal 34 # 43 - 28,Barranquilla,1327000000.0,215.0,2,3.0,2002.0
532,Conexión Urbana,2023-12-25,Diagonal 121 # 31 - 87,Barranquilla,386000000.0,190.0,3,3.0,2010.0
120,Horizonte Propiedades,2024-08-27,Transversal 41 # 17 - 64,Cartagena,833000000.0,,6,1.0,1986.0
787,Horizonte Propiedades,2024-11-02,Carrera 28 # 61 - 87,Bogotá D.C.,1451000000.0,86.0,4,1.0,2022.0
327,Tu Casa Ideal,2025-06-09,Transversal 115 # 24 - 2,Medellín,835000000.0,280.0,3,4.0,2004.0
1400,Inmobiliaria Andina,2025-01-16,Transversal 78 # 1 - 55,Bogotá D.C.,281000000.0,,2,4.0,2009.0
1291,Propiedades del Sol,2024-07-14,Carrera 104 # 62 - 60,Cali,1634000000.0,183.0,2,2.0,2004.0
573,Propiedades del Sol,2025-01-27,Diagonal 127 # 23 - 22,Bogotá D.C.,823000000.0,,2,2.0,1996.0
1418,Tu Casa Ideal,2024-06-29,Transversal 59 # 13 - 50,Cartagena,1929000000.0,237.0,2,2.0,1987.0
26,Horizonte Propiedades,2025-04-08,Diagonal 134 # 36 - 42,Cali,1000000000.0,117.0,4,1.0,2016.0
97,Tu Casa Ideal,2025-03-10,Diagonal 30 # 73 - 73,Medellín,1093000000.0,195.0,6,4.0,1995.0
178,Inmobiliaria Andina,2023-11-18,Calle 69 # 93 - 55,Bogotá D.C.,1197000000.0,126.0,3,4.0,2007.0
749,Tu Casa Ideal,2025-06-19,Calle 20 # 10 - 26,Cali,1997000000.0,344.0,6,2.0,2015.0
820,Propiedades del Sol,2023-11-26,Avenida 91 # 27 - 16,Bogotá D.C.,1570000000.0,145.0,5,3.0,1982.0
470,Horizonte Propiedades,2024-11-30,Avenida 88 # 93 - 55,Cartagena,576000000.0,249.0,3,2.0,1993.0
637,Inmobiliaria Andina,2024-02-22,Diagonal 129 # 71 - 19,Cali,1184000000.0,,1,3.0,
104,Horizonte Propiedades,2025-03-15,Avenida 9 # 35 - 56,Bogotá D.C.,152000000.0,297.0,2,2.0,2005.0
657,Tu Casa Ideal,2024-11-08,Calle 125 # 85 - 89,Barranquilla,888000000.0,162.0,1,1.0,2018.0
654,Conexión Urbana,2023-08-12,Calle 108 # 18 - 52,Cartagena,1110000000.0,323.0,4,3.0,1993.0
1489,Conexión Urbana,2025-03-13,Transversal 1 # 36 - 92,Medellín,1788000000.0,157.0,5,4.0,1981.0
708,Inmobiliaria Andina,2025-03-17,Diagonal 12 # 28 - 61,Medellín,1737000000.0,55.0,2,4.0,2008.0
1515,Propiedades del Sol,2023-07-27 00:00:00,Carrera 31 # 21 - 53,Medellín,,340.0,2,4.0,
645,Propiedades del Sol,2024-03-14,Avenida 29 # 2 - 40,Medellín,1935000000.0,,1,2.0,1993.0
1386,Horizonte Propiedades,2023-10-10,Carrera 52 # 93 - 87,Barranquilla,,220.0,1,,
1049,Propiedades del Sol,2024-04-10,Carrera 74 # 95 - 80,Medellín,1368000000.0,,1,3.0,1981.0
158,Horizonte Propiedades,2025-07-06,Calle 18 # 99 - 98,Barranquilla,911000000.0,169.0,5,1.0,1980.0
129,Conexión Urbana,2025-05-10,Avenida 8 # 64 - 46,Barranquilla,1384000000.0,286.0,2,2.0,
290,Horizonte Propiedades,2024-11-10,Transversal 91 # 5 - 67,Medellín,624000000.0,135.0,3,4.0,
1030,Tu Casa Ideal,2024-07-25,Avenida 25 # 86 - 68,Barranquilla,1166000000.0,197.0,1,4.0,2013.0
899,Conexión Urbana,2024-07-25,Calle 9 # 90 - 81,Cali,1273000000.0,,4,3.0,1996.0
1082,Tu Casa Ideal,2023-09-10,Calle 53 # 73 - 43,Barranquilla,580000000.0,175.0,6,4.0,1981.0
114,Inmobiliaria Andina,2024-04-20,Avenida 36 # 3 - 96,Medellín,470000000.0,199.0,1,4.0,1996.0
1161,Horizonte Propiedades,2025-01-15,Diagonal 145 # 7 - 43,Cali,1227000000.0,134.0,1,2.0,2007.0
401,Tu Casa Ideal,2024-10-15,Diagonal 32 # 7 - 15,Bogotá D.C.,1436000000.0,183.0,4,,1996.0
1091,Conexión Urbana,2024-09-26,Diagonal 132 # 38 - 67,Cartagena,577000000.0,284.0,5,2.0,2009.0
1312,Inmobiliaria Andina,2025-05-09,Diagonal 63 # 23 - 33,Medellín,1763000000.0,102.0,5,1.0,2023.0
956,Tu Casa Ideal,2023-09-02,Avenida 100 # 26 - 61,Medellín,937000000.0,127.0,5,4.0,1990.0
1434,Horizonte Propiedades,2025-05-28,Avenida 21 # 52 - 34,Bogotá D.C.,960000000.0,112.0,4,4.0,2013.0
1492,Horizonte Propiedades,2024-12-31,Calle 116 # 34 - 71,Cartagena,,93.0,2,2.0,
926,Propiedades del Sol,2025-06-27,Avenida 136 # 25 - 57,Cali,655000000.0,,5,3.0,1986.0
608,Propiedades del Sol,2024-12-16,Avenida 110 # 36 - 68,Barranquilla,1048000000.0,321.0,1,1.0,
1462,Tu Casa Ideal,2024-05-06,Diagonal 136 # 40 - 86,Cartagena,744000000.0,107.0,2,3.0,1981.0
691,Inmobiliaria Andina,2024-10-02,Diagonal 27 # 27 - 1,Cali,1369000000.0,294.0,6,3.0,2012.0
694,Conexión Urbana,2025-06-07,Avenida 66 # 67 - 34,Cali,1697000000.0,227.0,6,2.0,2014.0
1298,Conexión Urbana,2023-09-25,Avenida 76 # 3 - 8,Bogotá D.C.,735000000.0,,5,4.0,1993.0
1195,Conexión Urbana,2023-09-17,Transversal 135 # 29 - 74,Cartagena,1032000000.0,207.0,3,2.0,1994.0
495,Inmobiliaria Andina,2025-03-22,Carrera 123 # 46 - 94,Cartagena,1299000000.0,114.0,4,3.0,
103,Conexión Urbana,2024-04-07,Calle 80 # 9 - 3,Cali,1069000000.0,,1,4.0,2004.0
669,Conexión Urbana,2023-11-30,Calle 133 # 61 - 37,Medellín,658000000.0,197.0,1,2.0,1992.0
119,Tu Casa Ideal,2023-08-16,Calle 107 # 45 - 29,Bogotá D.C.,623000000.0,73.0,5,1.0,2021.0
986,Horizonte Propiedades,2025-04-22,Carrera 71 # 95 - 67,Cartagena,970000000.0,,1,3.0,
78,Tu Casa Ideal,2023-10-22,Avenida 143 # 21 - 1,Medellín,1290000000.0,225.0,2,3.0,1996.0
92,Conexión Urbana,2024-08-25,Avenida 59 # 43 - 67,Medellín,1820000000.0,,5,3.0,2014.0
1150,Conexión Urbana,2024-04-16,Carrera 109 # 14 - 56,Medellín,568000000.0,75.0,3,3.0,1993.0
121,Inmobiliaria Andina,2023-10-21,Transversal 54 # 3 - 97,Bogotá D.C.,1955000000.0,310.0,1,1.0,2000.0
805,Tu Casa Ideal,2025-01-31,Avenida 81 # 74 - 45,Barranquilla,1601000000.0,92.0,6,1.0,1986.0
